ts_iso,temp_c,humidity
PT1h16m9s,18.40,63.80
PT1h16m12s,18.40,63.80
PT1h16m15s,18.40,63.80
PT1h16m18s,18.40,63.80
PT1h16m21s,18.40,63.80
PT1h16m24s,18.40,63.80
PT1h16m27s,18.40,63.80
PT1h16m30s,18.40,63.80
PT1h16m33s,18.40,63.70
PT1h16m36s,18.40,63.70
PT1h16m39s,18.40,63.70
PT1h16m42s,18.40,63.70
PT1h16m45s,18.40,63.70
PT1h16m48s,18.40,63.70
PT1h16m51s,18.40,63.80
PT1h16m54s,18.40,63.70
PT1h16m57s,18.40,63.80
PT1h17m0s,18.40,63.80
PT1h17m3s,18.40,63.70
PT1h17m6s,18.40,63.80
PT1h17m9s,18.40,63.70
PT1h17m12s,18.40,63.70
PT1h17m15s,18.40,63.70
PT1h17m18s,18.40,63.70
PT1h17m21s,18.40,63.70
PT1h17m24s,18.40,63.70
PT1h17m27s,18.40,63.70
PT1h17m30s,18.40,63.70
PT1h17m33s,18.40,63.70
PT1h17m36s,18.40,63.70
PT1h17m39s,18.40,63.70
PT1h17m42s,18.40,63.70
PT1h17m45s,18.40,63.70
PT1h17m48s,18.40,63.70
PT1h17m51s,18.40,63.70
PT1h17m54s,18.40,63.70
PT1h17m57s,18.40,63.70
PT1h18m0s,18.40,63.70
PT1h18m3s,18.40,63.60
PT1h18m6s,18.40,63.60
PT1h18m9s,18.40,63.60
PT1h18m12s,18.40,63.70
PT1h18m15s,18.40,63.60
PT1h18m18s,18.40,63.70
PT1h18m21s,18.40,63.70
PT1h18m24s,18.40,63.70
PT1h18m27s,18.40,63.70
PT1h18m30s,18.40,63.70
PT1h18m33s,18.40,63.70
PT1h18m36s,18.40,63.60
PT1h18m39s,18.40,63.60
PT1h18m42s,18.40,63.60
PT1h18m45s,18.40,63.60
PT1h18m48s,18.40,63.60
PT1h18m51s,18.40,63.70
PT1h18m54s,18.40,63.60
PT1h18m57s,18.40,63.60
PT1h19m0s,18.40,63.60
PT1h19m3s,18.40,63.60
PT1h19m6s,18.40,63.60
PT1h19m9s,18.40,63.60
PT1h19m12s,18.40,63.60
PT1h19m15s,18.40,63.60
PT1h19m18s,18.40,63.60
PT1h19m21s,18.40,63.60
PT1h19m24s,18.40,63.60
PT1h19m27s,18.40,63.60
PT1h19m30s,18.40,63.60
PT1h19m33s,18.40,63.60
PT1h19m36s,18.40,63.60
PT1h19m39s,18.40,63.50
PT1h19m42s,18.40,63.60
PT1h19m45s,18.40,63.70
PT1h19m48s,18.40,63.60
PT1h19m51s,18.40,63.60
PT1h19m54s,18.40,63.60
PT1h19m57s,18.40,63.60
PT1h20m0s,18.40,63.70
PT1h20m3s,18.40,63.60
PT1h20m6s,18.40,63.60
PT1h20m9s,18.40,63.60
PT1h20m12s,18.40,63.60
PT1h20m15s,18.40,63.60
PT1h20m18s,18.40,63.60
PT1h20m21s,18.40,63.70
PT1h20m24s,18.40,63.70
PT1h20m27s,18.40,63.70
PT1h20m30s,18.40,63.70
PT1h20m33s,18.40,63.80
PT1h20m36s,18.40,63.80
PT1h20m39s,18.40,63.80
PT1h20m42s,18.40,63.90
PT1h20m45s,18.40,63.90
PT1h20m48s,18.40,63.80
PT1h20m51s,18.40,63.90
PT1h20m54s,18.40,63.90
PT1h20m57s,18.40,63.90
PT1h21m0s,18.40,63.90
PT1h21m3s,18.40,63.90
PT1h21m6s,18.40,63.90
PT1h21m9s,18.40,63.90
PT1h21m12s,18.40,63.90
PT1h21m15s,18.40,63.90
PT1h21m18s,18.40,63.90
PT1h21m21s,18.40,63.90
PT1h21m24s,18.40,64.00
PT1h21m27s,18.40,64.10
PT1h21m30s,18.50,64.10
PT1h21m33s,18.40,64.10
PT1h21m36s,18.40,64.10
PT1h21m39s,18.40,64.10
PT1h21m42s,18.40,64.10
PT1h21m45s,18.40,64.10
PT1h21m48s,18.40,64.10
PT1h21m51s,18.40,64.10
PT1h21m54s,18.40,64.00
PT1h21m57s,18.40,64.10
PT1h22m0s,18.40,64.10
PT1h22m3s,18.50,64.10
PT1h22m6s,18.50,64.10
PT1h22m9s,18.50,64.10
PT1h22m12s,18.50,64.10
PT1h22m15s,18.50,64.10
PT1h22m18s,18.50,64.20
PT1h22m21s,18.50,64.10
PT1h22m24s,18.50,64.10
PT1h22m27s,18.50,64.10
PT1h22m30s,18.40,64.10
PT1h22m33s,18.50,64.10
PT1h22m36s,18.50,64.10
PT1h22m39s,18.50,64.10
PT1h22m42s,18.50,64.20
PT1h22m45s,18.40,64.20
PT1h22m48s,18.50,64.20
PT1h22m51s,18.50,64.20
PT1h22m54s,18.50,64.30
PT1h22m57s,18.50,64.30
PT1h23m0s,18.50,64.30
PT1h23m3s,18.50,64.30
PT1h23m6s,18.40,64.30
PT1h23m9s,18.50,64.30
PT1h23m12s,18.50,64.30
PT1h23m15s,18.50,64.30
PT1h23m18s,18.50,64.30
PT1h23m21s,18.50,64.20
PT1h23m24s,18.40,64.20
PT1h23m27s,18.50,64.20
PT1h23m30s,18.40,64.20
PT1h23m33s,18.40,64.20
PT1h23m36s,18.40,64.30
PT1h23m39s,18.40,64.30
PT1h23m42s,18.50,64.20
PT1h23m45s,18.40,64.30
PT1h23m48s,18.40,64.20
PT1h23m51s,18.40,64.30
PT1h23m54s,18.40,64.30
PT1h23m57s,18.40,64.30
PT1h24m0s,18.50,64.40
PT1h24m3s,18.50,64.40
PT1h24m6s,18.40,64.30
PT1h24m9s,18.50,64.30
PT1h24m12s,18.40,64.40
PT1h24m15s,18.50,64.30
PT1h24m18s,18.40,64.30
PT1h24m21s,18.50,64.30
PT1h24m24s,18.50,64.30
PT1h24m27s,18.40,64.30
PT1h24m30s,18.50,64.40
PT1h24m33s,18.40,64.30
PT1h24m36s,18.40,64.40
PT1h24m39s,18.40,64.40
PT1h24m42s,18.50,64.40
PT1h24m45s,18.50,64.50
PT1h24m48s,18.50,64.40
PT1h24m51s,18.50,64.40
PT1h24m54s,18.40,64.40
PT1h24m57s,18.40,64.40
PT1h25m0s,18.40,64.40
PT1h25m3s,18.40,64.40
PT1h25m6s,18.40,64.30
PT1h25m9s,18.40,64.30
PT1h25m12s,18.50,64.30
PT1h25m15s,18.40,64.30
PT1h25m18s,18.40,64.30
PT1h25m21s,18.40,64.30
PT1h25m24s,18.40,64.30
PT1h25m27s,18.40,64.30
PT1h25m30s,18.40,64.40
PT1h25m33s,18.40,64.30
PT1h25m36s,18.40,64.40
PT1h25m39s,18.40,64.30
PT1h25m42s,18.40,64.40
PT1h25m45s,18.40,64.40
PT1h25m48s,18.40,64.40
PT1h25m51s,18.40,64.40
PT1h25m54s,18.40,64.40
PT1h25m57s,18.40,64.40
PT1h26m0s,18.40,64.40
PT1h26m3s,18.40,64.40
PT1h26m6s,18.40,64.40
PT1h26m9s,18.40,64.40
PT1h26m12s,18.40,64.50
PT1h26m15s,18.40,64.50
PT1h26m18s,18.40,64.60
PT1h26m21s,18.40,64.70
PT1h26m24s,18.40,64.70
PT1h26m27s,18.40,64.70
PT1h26m30s,18.40,64.70
PT1h26m33s,18.40,64.60
PT1h26m36s,18.40,64.60
PT1h26m39s,18.40,64.60
PT1h26m42s,18.40,64.60
PT1h26m45s,18.40,64.60
PT1h26m48s,18.40,64.50
PT1h26m51s,18.40,64.50
PT1h26m54s,18.40,64.60
PT1h26m57s,18.40,64.60
PT1h27m0s,18.40,64.60
PT1h27m3s,18.40,64.60
PT1h27m6s,18.40,64.60
PT1h27m9s,18.40,64.60
PT1h27m12s,18.40,64.70
PT1h27m15s,18.40,64.70
PT1h27m18s,18.40,64.70
PT1h27m21s,18.40,64.70
PT1h27m24s,18.40,64.70
PT1h27m27s,18.40,64.70
PT1h27m30s,18.40,64.80
PT1h27m33s,18.40,64.80
PT1h27m36s,18.40,64.80
PT1h27m39s,18.40,64.70
PT1h27m42s,18.40,64.70
PT1h27m45s,18.40,64.70
PT1h27m48s,18.40,64.70
PT1h27m51s,18.40,64.70
PT1h27m54s,18.40,64.70
PT1h27m57s,18.40,64.70
PT1h28m0s,18.40,64.80
PT1h28m3s,18.40,64.80
PT1h28m6s,18.40,64.80
PT1h28m9s,18.40,64.80
PT1h28m12s,18.40,64.80
PT1h28m15s,18.40,64.80
PT1h28m18s,18.40,64.70
PT1h28m21s,18.40,64.80
PT1h28m24s,18.40,64.70
PT1h28m27s,18.40,64.80
PT1h28m30s,18.40,64.70
PT1h28m33s,18.40,64.70
PT1h28m36s,18.40,64.70
PT1h28m39s,18.40,64.70
PT1h28m42s,18.40,64.70
PT1h28m45s,18.40,64.70
PT1h28m48s,18.40,64.70
PT1h28m51s,18.40,64.70
PT1h28m54s,18.40,64.70
PT1h28m57s,18.40,64.70
PT1h29m0s,18.40,64.70
PT1h29m3s,18.40,64.70
PT1h29m6s,18.40,64.80
PT1h29m9s,18.40,64.80
PT1h29m12s,18.40,64.80
PT1h29m15s,18.40,64.90
PT1h29m18s,18.40,64.80
PT1h29m21s,18.40,64.90
PT1h29m24s,18.40,64.80
PT1h29m27s,18.40,64.80
PT1h29m30s,18.40,64.90
PT1h29m33s,18.40,64.80
PT1h29m36s,18.40,64.80
PT1h29m39s,18.40,64.80
PT1h29m42s,18.40,64.90
PT1h29m45s,18.40,64.90
PT1h29m48s,18.40,64.90
PT1h29m51s,18.40,64.90
PT1h29m54s,18.40,64.90
PT1h29m57s,18.40,64.90
PT1h30m0s,18.40,64.90
PT1h30m3s,18.40,64.90
PT1h30m6s,18.40,64.80
PT1h30m9s,18.40,64.90
PT1h30m12s,18.40,64.90
PT1h30m15s,18.40,64.80
PT1h30m18s,18.40,64.90
PT1h30m21s,18.40,64.90
PT1h30m24s,18.40,64.90
PT1h30m27s,18.40,64.90
PT1h30m30s,18.40,64.90
PT1h30m33s,18.40,64.90
PT1h30m36s,18.40,64.90
PT1h30m39s,18.40,64.90
PT1h30m42s,18.40,64.90
PT1h30m45s,18.40,64.80
PT1h30m48s,18.40,64.90
PT1h30m51s,18.40,64.90
PT1h30m54s,18.40,64.90
PT1h30m57s,18.40,64.90
PT1h31m0s,18.40,64.90
PT1h31m3s,18.40,64.80
PT1h31m6s,18.40,64.90
PT1h31m9s,18.40,64.90
PT1h31m12s,18.40,64.90
PT1h31m15s,18.40,64.80
PT1h31m18s,18.40,64.80
PT1h31m21s,18.40,64.90
PT1h31m24s,18.40,64.80
PT1h31m27s,18.40,64.80
PT1h31m30s,18.40,64.80
PT1h31m33s,18.40,64.80
PT1h31m36s,18.40,64.80
PT1h31m39s,18.40,64.90
PT1h31m42s,18.40,64.90
PT1h31m45s,18.40,64.90
PT1h31m48s,18.40,64.90
PT1h31m51s,18.40,64.90
PT1h31m54s,18.40,64.90
PT1h31m57s,18.40,64.90
PT1h32m0s,18.40,64.90
PT1h32m3s,18.40,64.90
PT1h32m6s,18.40,64.90
PT1h32m9s,18.40,64.90
PT1h32m12s,18.40,64.90
PT1h32m15s,18.40,64.90
PT1h32m18s,18.40,64.90
PT1h32m21s,18.40,64.90
PT1h32m24s,18.40,64.90
PT1h32m27s,18.40,64.90
PT1h32m30s,18.40,64.90
PT1h32m33s,18.40,64.90
PT1h32m36s,18.40,64.80
PT1h32m39s,18.40,64.90
PT1h32m42s,18.40,64.80
PT1h32m45s,18.40,64.80
PT1h32m48s,18.40,64.80
PT1h32m51s,18.40,64.80
PT1h32m54s,18.40,64.80
PT1h32m57s,18.40,64.80
PT1h33m0s,18.40,64.90
PT1h33m3s,18.40,64.90
PT1h33m6s,18.40,64.90
PT1h33m9s,18.40,64.80
PT1h33m12s,18.40,64.80
PT1h33m15s,18.40,64.90
PT1h33m18s,18.40,64.90
PT1h33m21s,18.40,64.90
PT1h33m24s,18.40,64.90
PT1h33m27s,18.40,64.90
PT1h33m30s,18.40,64.90
PT1h33m33s,18.40,64.90
PT1h33m36s,18.40,64.90
PT1h33m39s,18.40,64.90
PT1h33m42s,18.40,64.90
PT1h33m45s,18.40,64.90
PT1h33m48s,18.40,64.90
PT1h33m51s,18.40,64.90
PT1h33m54s,18.40,64.90
PT1h33m57s,18.40,64.90
PT1h34m0s,18.40,64.90
PT1h34m3s,18.40,64.90
PT1h34m6s,18.40,64.90
PT1h34m9s,18.40,64.90
PT1h34m12s,18.50,64.80
PT1h34m15s,18.40,64.80
PT1h34m18s,18.40,64.80
PT1h34m21s,18.40,64.80
PT1h34m24s,18.40,64.80
PT1h34m27s,18.40,64.80
PT1h34m30s,18.40,64.80
PT1h34m33s,18.40,64.80
PT1h34m36s,18.40,64.80
PT1h34m39s,18.50,64.80
PT1h34m42s,18.40,64.80
PT1h34m45s,18.40,64.80
PT1h34m48s,18.40,64.80
PT1h34m51s,18.40,64.80
PT1h34m54s,18.50,64.80
PT1h34m57s,18.40,64.80
PT1h35m0s,18.40,64.80
PT1h35m3s,18.40,64.70
PT1h35m6s,18.40,64.80
PT1h35m9s,18.40,64.80
PT1h35m12s,18.50,64.80
PT1h35m15s,18.40,64.70
PT1h35m18s,18.50,64.70
PT1h35m21s,18.50,64.70
PT1h35m24s,18.50,64.70
PT1h35m27s,18.50,64.70
PT1h35m30s,18.50,64.70
PT1h35m33s,18.50,64.70
PT1h35m36s,18.50,64.70
PT1h35m39s,18.50,64.70
PT1h35m42s,18.50,64.70
PT1h35m45s,18.50,64.70
PT1h35m48s,18.50,64.70
PT1h35m51s,18.50,64.70
PT1h35m54s,18.50,64.70
PT1h35m57s,18.50,64.70
PT1h36m0s,18.50,64.70
PT1h36m3s,18.50,64.70
PT1h36m6s,18.50,64.70
PT1h36m9s,18.50,64.70
PT1h36m12s,18.50,64.70
PT1h36m15s,18.50,64.70
PT1h36m18s,18.50,64.70
PT1h36m21s,18.50,64.70
PT1h36m24s,18.50,64.70
PT1h36m27s,18.50,64.70
PT1h36m30s,18.50,64.70
PT1h36m33s,18.50,64.70
PT1h36m36s,18.50,64.70
PT1h36m39s,18.50,64.70
PT1h36m42s,18.50,64.80
PT1h36m45s,18.50,64.90
PT1h36m48s,18.50,65.00
PT1h36m51s,18.50,64.90
PT1h36m54s,18.50,64.90
PT1h36m57s,18.50,64.80
PT1h37m0s,18.50,64.80
PT1h37m3s,18.50,64.80
PT1h37m6s,18.50,64.70
PT1h37m9s,18.50,64.70
PT1h37m12s,18.50,64.70
PT1h37m15s,18.50,64.70
PT1h37m18s,18.50,64.70
PT1h37m21s,18.50,64.70
PT1h37m24s,18.50,64.70
PT1h37m27s,18.50,64.70
PT1h37m30s,18.50,64.70
PT1h37m33s,18.50,64.60
PT1h37m36s,18.50,64.60
PT1h37m39s,18.50,64.60
PT1h37m42s,18.50,64.60
PT1h37m45s,18.50,64.70
PT1h37m48s,18.50,64.60
PT1h37m51s,18.50,64.70
PT1h37m54s,18.50,64.70
PT1h37m57s,18.50,64.70
PT1h38m0s,18.50,64.60
PT1h38m3s,18.50,64.70
PT1h38m6s,18.50,64.70
PT1h38m9s,18.50,64.70
PT1h38m12s,18.50,64.70
PT1h38m15s,18.50,64.70
PT1h38m18s,18.50,64.70
PT1h38m21s,18.50,64.70
PT1h38m24s,18.50,64.70
PT1h38m27s,18.50,64.70
PT1h38m30s,18.50,64.70
PT1h38m33s,18.50,64.70
PT1h38m36s,18.50,64.70
PT1h38m39s,18.50,64.60
PT1h38m42s,18.50,64.60
PT1h38m45s,18.50,64.60
PT1h38m48s,18.50,64.60
PT1h38m51s,18.50,64.60
PT1h38m54s,18.50,64.60
PT1h38m57s,18.50,64.60
PT1h39m0s,18.50,64.50
PT1h39m3s,18.50,64.60
PT1h39m6s,18.50,64.60
PT1h39m9s,18.50,64.60
PT1h39m12s,18.50,64.60
PT1h39m15s,18.50,64.60
PT1h39m18s,18.50,64.60
PT1h39m21s,18.50,64.60
PT1h39m24s,18.50,64.60
PT1h39m27s,18.50,64.60
PT1h39m30s,18.50,64.60
PT1h39m33s,18.50,64.60
PT1h39m36s,18.50,64.60
PT1h39m39s,18.50,64.60
PT1h39m42s,18.50,64.60
PT1h39m45s,18.50,64.60
PT1h39m48s,18.50,64.60
PT1h39m51s,18.50,64.60
PT1h39m54s,18.50,64.60
PT1h39m57s,18.50,64.60
PT1h40m0s,18.50,64.60
PT1h40m3s,18.50,64.60
PT1h40m6s,18.50,64.60
PT1h40m9s,18.50,64.60
PT1h40m12s,18.50,64.60
PT1h40m15s,18.50,64.60
PT1h40m18s,18.50,64.60
PT1h40m21s,18.50,64.60
PT1h40m24s,18.50,64.60
PT1h40m27s,18.50,64.60
PT1h40m30s,18.50,64.60
PT1h40m33s,18.50,64.60
PT1h40m36s,18.50,64.50
PT1h40m39s,18.50,64.60
PT1h40m42s,18.50,64.60
PT1h40m45s,18.50,64.60
PT1h40m48s,18.50,64.60
PT1h40m51s,18.50,64.60
PT1h40m54s,18.50,64.60
PT1h40m57s,18.50,64.60
PT1h41m0s,18.50,64.60
PT1h41m3s,18.50,64.60
PT1h41m6s,18.50,64.60
PT1h41m9s,18.50,64.60
PT1h41m12s,18.50,64.60
PT1h41m15s,18.50,64.60
PT1h41m18s,18.50,64.60
PT1h41m21s,18.50,64.60
PT1h41m24s,18.50,64.60
PT1h41m27s,18.50,64.60
PT1h41m30s,18.50,64.60
PT1h41m33s,18.50,64.70
PT1h41m36s,18.50,64.80
PT1h41m39s,18.50,64.80
PT1h41m42s,18.50,64.90
PT1h41m45s,18.50,64.90
PT1h41m48s,18.50,64.80
PT1h41m51s,18.50,64.80
PT1h41m54s,18.50,64.80
PT1h41m57s,18.50,64.80
PT1h42m0s,18.50,64.70
PT1h42m3s,18.50,64.70
PT1h42m6s,18.50,64.60
PT1h42m9s,18.50,64.60
PT1h42m12s,18.50,64.60
PT1h42m15s,18.50,64.60
PT1h42m18s,18.50,64.70
PT1h42m21s,18.50,64.70
PT1h42m24s,18.50,64.60
PT1h42m27s,18.40,64.60
PT1h42m30s,18.50,64.60
PT1h42m33s,18.50,64.60
PT1h42m36s,18.50,64.60
PT1h42m39s,18.40,64.60
PT1h42m42s,18.50,64.70
PT1h42m45s,18.40,64.70
PT1h42m48s,18.50,64.70
PT1h42m51s,18.50,64.60
PT1h42m54s,18.50,64.70
PT1h42m57s,18.50,64.60
PT1h43m0s,18.40,64.60
PT1h43m3s,18.50,64.70
PT1h43m6s,18.50,64.70
PT1h43m9s,18.40,64.60
PT1h43m12s,18.50,64.70
PT1h43m15s,18.50,64.70
PT1h43m18s,18.50,64.70
PT1h43m21s,18.50,64.70
PT1h43m24s,18.50,64.70
PT1h43m27s,18.40,64.70
PT1h43m30s,18.40,64.70
PT1h43m33s,18.40,64.70
PT1h43m36s,18.40,64.70
PT1h43m39s,18.40,64.70
PT1h43m42s,18.40,64.70
PT1h43m45s,18.40,64.70
PT1h43m48s,18.40,64.70
PT1h43m51s,18.40,64.70
PT1h43m54s,18.40,64.70
PT1h43m57s,18.50,64.70
